smiles,pIC50
CC1(CN(C1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7)C#N,11.721246
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCCOCC6,11.721246
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCC(C6)OC,11.721246
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC(C6)N7CCOCC7,11.721246
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCC5(CC4)COC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,11.721246
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C)F,11.69897
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CN(CCO3)C,11.69897
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC4=C3N=CC=C4,11.69897
CCN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C(F)(F)F,11.69897
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CCOC,11.69897
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CC4CC4,11.69897
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC(C6)COC,11.69897
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC(C6)(C)OC,11.69897
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCC(C6)(F)F,11.67778
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCC7(CC6)COC7,11.67778
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC7CC7C6,11.657577
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CC(C4)C(F)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.657577
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCC(CC4)C#N)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.657577
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCC(CC6)(C)OC,11.657577
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CC(C4)N5CCOCC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,11.638271
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCN7C(C6)COC7=O,11.638271
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCC(CC6)C(=O)NC,11.638271
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CCC(CC6)OC,11.638271
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C=CC(=C3)C(=O)NC)OC,11.619788
CC(C)N1C=NC=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,11.619788
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC7CN(CC7C6)C,11.619788
C1CC1CN2CCN(CC2)C3=CN=C(C=C3N4C=C(N=C4)C5CC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,11.602059
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCC(CC4)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.602059
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CS2)NC(=O)C3=NC=C(C(=C3)N4C=C(N=C4)C5CC5)N6CC7(C6)CCOCC7,11.585027
C1CC2CN(CCN2C1)C3=CN=C(C=C3N4C=C(N=C4)C5CC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,11.568636
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCN5C(C4)COC5=O)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,11.568636
COC1CCN(C1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.552841
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCN(CC4)C5CC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,11.552841
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CC(C4)(F)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.552841
C1CC1C2=CN(C=N2)C3=CC(=NC=C3)C(=O)NC4=CC=CC(=C4)C5=NN=CN5C6CC6,11.542118
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCN(CC4)CC(F)(F)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.537601
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,11.522879
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CC(F)(F)F,11.522879
CC1=CC(=C(N=C1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C(F)(F)F,11.522879
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,11.522879
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3OC,11.522879
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NN=CC=C4,11.522879
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C4C(=CC=C3)N=CC=N4,11.522879
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CCC(CC4)C(F)(F)F)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.49485
COC1CCN(CC1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.49485
C1CN(CCOC1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7,11.420217
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,11.408936
CC1=CC(=C(C=C1S(=O)(=O)C)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)OC,11.39794
CC1=CN(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,11.39794
CC1CCCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14,11.39794
CCN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,11.387216
CC1=CC(=C(C=C1N2C=C(N=C2)C3CC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C(F)(F)F)F,11.366531
C1CC1C2=CN(C=N2)C3=CC(=NC=C3N4CC5(C4)CCOCC5)C(=O)NC6=CSC(=N6)C7=NN=CN7C8CC8,11.346787
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C=CC(=C3)S(=O)(=O)C)OC,11.30103
CN1C=C(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,11.30103
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCOC4,11.30103
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CCC4(F)F,11.30103
CC(C)OC1=CC2=C(CN(C2=O)C3=CC=CC(=N3)C4=NN=CN4C(C)CO)C=C1,11.299989
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CC=C4,11.275724
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4C=N3,11.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NC=C4C=CC(=CC4=C3)Br,11.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NC=C4C=CC(=CC4=C3)N5CCCCC5,11.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NC=C4C=CC(=CC4=C3)N5C=C(N=C5)C6CC6,11.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CC(=C4)C5CC5,11.251812
CN(C)CCN1C=C(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O,11.2218485
CC(C)N1C=C(C(=O)C2=CC=CC=C21)C(=O)NC3=CC=C(C=C3)OC4=CN=NC5=CC(=C(C=C54)OC)OC,11.2218485
CC(C(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,11.2218485
CC(C)N1C=C(C(=O)C2=CC=CC=C21)C(=O)NC3=CC=C(C=C3)OC4=C5C=C(C(=CC5=NC=C4)OC)OC,11.2218485
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CNN=C4,11.20066
CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OCC5CN(CCO5)C,11.19997
CC1CCCOC2=NN(C=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN14)C,11.167491
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CC4CC4,11.161151
CC1CCCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN14,11.1549015
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(N=CC=C3)OC,11.1549015
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C4C(=CC=C3)N(CCO4)C,11.1549015
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,11.1549015
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(N=CC(=C3)F)OC,11.1549015
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)CCOC,11.136677
C1=CC=C(C=C1)C(CN)OC2=CC(=C(N=C2)C3=COC=C3)C4=CNC5=C4C=CC=N5,11.102373
CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OCCOC,11.100016
CC(CO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OCCOC,11.100016
C1CCOC2=C(C=C(C=C2)N3CCOCC3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,11.0969095
CC1CCOC2=C(C=C(C(=C2)F)C3=CN(N=C3)CCN(C)C)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C1,11.0969095
C1CCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,11.0969095
CC1CCOC2=C(C=CC(=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,11.0969095
CS(=O)(=O)C1=CC2=C(C=C1)OCCCCN3C=NN=C3C4=NC(=CC=C4)NC2=O,11.0969095
CC(CO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,11.0
C1CCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,10.958608
CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,10.899974
CC(CF)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,10.899974
CC1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,10.886057
C1CC1NC2=CC(=CC3=NC(=NN23)NC(=O)C4=CN=CC=C4)C(F)(F)F,10.886057
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4,10.853872
CC1CCOC2=CC=CC=C2C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,10.853872
CC1(CCN(CC1)C2=CN=C(C=C2N3C=C(N=C3)C4CC4)C(=O)NC5=CSC(=N5)C6=NN=CN6C7CC7)OC,10.847712
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C(=N2)C=CC4=CC=CC=C43,10.823909
CC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=C(C3=O)C=C(C=C4)OC(C)C,10.799971
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)Cl,10.79588
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CN=CN=C4,10.79588
C1CCOC2=C(C=C(C=C2)F)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,10.769551
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CC=CC=N4,10.769551
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN=CN=C3OC,10.769551
CC(C(F)(F)F)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CN(C3=O)C,10.744727
CC(C)(C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CSC=C4)C(=O)O,10.721247
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=CC=C4N3)C5=CN(N=C5)C,10.707744
CCS(=O)(=O)NC1=CC=CC(=C1)C2=NNC3=C2C=C(C=C3)C4=NN=CN4C(C)C,10.703335
CC(CC#N)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,10.700057
CCC(C)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,10.700057
C1CCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OCC1,10.69897
CN1C=C(C(=N1)OC)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C4CC(C4)(F)F,10.69897
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CN=CC=C4,10.677781
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)Br,10.677781
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=NC=CN=C4,10.677781
CC1=CN2C=C(N=C2C=C1)NC(=O)C3=CC=C(C=C3)C(C)(C)C,10.6575775
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CC=NC=C5,10.636388
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)COC,10.570248
C1CCOC2=C(C=C(C=C2)N3CC4(C3)COC4)C(=O)NC5=CC=CC(=N5)C6=NN=CN6C1,10.552842
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=NN(C=C3)C,10.537602
CCOC(C)N1C=C(C=N1)C2=CC(=CC=C2)C3=NNC4=C3C=C(C=C4)C5=NN=CN5C(C)C,10.524329
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CC=C4,10.522879
C1CCOC2=C(C=C(C=C2)Br)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C1,10.508638
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CN(CCO3)C4=CN=CC=C4,10.508638
CC(COC)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C,10.508638
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=CC(=C4)C5=CNN=C5,10.500313
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=C(C=C4)N5CCOCC5)N6C=C(N=C6)C7CC7,10.497573
CC(C)(CO)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4,10.49485
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C4C(=N3)N=CN4,10.486782
CC1=CC2=C(C=C1)C=C(N2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C,10.484126
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NN4C=CC=CC4=C3,10.471084
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)F,10.468521
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)N5C=NC(=N5)C6CC6,10.431798
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CNN=C5,10.425969
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CC4=CC=CC=C43,10.421361
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CNN=C5,10.41005
CC(CCO)N1C=NN=C1C2=NC(=CC=C2)N3CC4=CC=CC=C4C3=O,10.400008
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,10.382999
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC=CC=N3,10.362511
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=C3,10.324222
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CC4=CC=CC=C43,10.314259
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)OC)N5C=C(N=C5)C6CC6,10.313364
C1=CC2=C(NC=C2C3=CC=C(S3)S(=O)(=O)NCCN)N=C1,10.30103
C1CC1C2=CN(C=N2)C3=CC=CC(=C3)C4=NNC5=C4C=C(C=C5)C6=NN=CN6C7CC7,10.30103
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C6CCOCC6,10.300162
CC1=CC(=C(C=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C)F,10.299989
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC4=CC=CC=C4C=N3,10.29585
C1CCC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,10.266803
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)OC,10.265201
CC(C)NC1=NC2=C(C=CC(=C2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C)N=C1OC(C)C,10.259637
CCN1C(=CC=N1)C2=CC3=CC(=NC=C3C=C2)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C,10.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)N5CCCC5CCCOC,10.259637
CC(C)NC1=NC2=C(C=C(C(=C2)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C)F)N=C1OC(C)C,10.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)N5CCCCC5,10.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3F)N=C(C(=N4)N5CCCCC5)OC,10.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(C=C3)C=CC(=N4)NCCOC,10.259637
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=NC=C(C=C4C=C3)N5CCOCC5,10.259637
CC1=C(C=C(C=C1)C2=NNC3=C2C=C(C=C3)C4=NN=CN4C(C)C)N5C=C(N=C5)C6CC6,10.244887
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N=C3,10.236572
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)CCOC,10.2218485
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)N5C=C(N=C5)C6CC6,10.206209
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC=CC(=C4)C5=CN(N=C5)C,10.196543
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C(C=C3)C4=NN(C=C4)C,10.192465
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=C(C=C3)C4=CN(N=C4)C,10.192465
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)CCCOC,10.187087
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4N3,10.183759
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=N3,10.182435
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=CC=NN3,10.175874
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CN=CC=C5,10.1643095
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=C3,10.1605215
CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O,10.1549015
CC(C)(C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)N4C=CN=C4)O,10.1549015
C1CC(C1)N2C=NN=C2C3=CC4=C(C=C3)NN=C4C5=CC(=CC=C5)N6C=C(N=C6)C7CC7,10.1549015
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=NC4=CC=CC=C43,10.148742
CCS(=O)(=O)NC1=CC=CC(=C1)C(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,10.136677
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C=C(C=C4)C5=CN(N=C5)C6CCOCC6,10.132532
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)N,10.129596
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC(=C4)N5CCOCC5)N6C=C(N=C6)C7CC7,10.12436
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3F,10.119186
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4C=N3,10.091515
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)C4=CC=CC=C4,10.086186
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NN4C=CC=CC4=C3,10.069051
CC1=C(NC2=CC=CC=C12)C(=O)NC3=CC=CC(=N3)C4=NN=CN4C(C)C,10.054531
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)Cl,10.047692
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC=CN=C3,10.0443125
CCOC(C)N1C=C(C=N1)C2=CC3=C(C=C2)C=C(N3)C(=O)NC4=CC=CC(=N4)C5=NN=CN5C(C)C,10.040482
CN1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC=C3OC,10.036212
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=NC=CC(=C3)NCCOC,10.004365
CC1=CC2=C(C=C1)OCCCCN3C=NN=C3C4=NC(=CC=C4)NC2=O,10.0
CC1=C(N(C=N1)C2=CC3=C(C=C2)OCCCCN4C=NN=C4C5=NC(=CC=C5)NC3=O)C,10.0
C1C=CCOC2=C(C=CC=C2Br)C(=O)NC3=CC=CC(=N3)C4=NN=CN41,10.0
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3)C,9.966577
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N3,9.955461
CC(CO)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NC4=CC=CC=C4N=C3,9.943477
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)NC3=NNC(=C3)C4CC4,9.90763
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)N=CC=C4,9.902742
CC(C)(C)C1=CC=C(C=C1)C(=O)NC2=CN3C=C(C=CC3=N2)CO,9.88941
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=CN(N=C3)C4COC4,9.886057
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3CN(CCO3)C4=CC=CC=C4,9.886057
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CN(N=C3OC)C4=CC=NC=C4,9.872895
[B-]1(N2C(=CC(=C2C=C3[N+]1=C(C=C3)CCC(=O)NCCOCCOCCOCCNC4CC5N6C7=CC=CC=C7C8=C9C(=C1C2=CC=CC=C2N(C1=C86)C(C4OC)(O5)C)CNC9=O)C)C)(F)F,9.866461
CC(C)N1C=NN=C1C2=NC(=CS2)C(=O)NC3=NC=CC(=C3)OCCOC,9.853872
CC1=CC(=NN1)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,9.848018
CC1=CC(=NN1C)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,9.845576
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=C(C4=CC=CC=C4N3)C5=COC=C5,9.845272
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)C(=O)NC5=CN(N=C5)C,9.841638
C1CNC(=O)C2=C(C1=C3C(=O)NC(=N3)N)C=C(N2)Br,9.823909
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=CC=CC=C4O3,9.819301
CCC1=CC(=NN1)NC(=O)NC2=CC=CC(=N2)C3=NN=CN3C(C)C,9.816161
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC4=C(N3)C(=CC=C4)C5=CSC=C5,9.814458
C1CN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4OC1,9.793174
CC1CCCN2C=NN=C2C3=NC(=CC=C3)NC(=O)C4=CC=CC=C4O1,9.7825165
CC(C)N1C=NN=C1C2=NC(=CC=C2)NC(=O)C3=CC=CC(=C3)C4=NC=CN4,9.769551
CC(C)N1C=NN=C1C2=CC3=C(C=C2)NN=C3C4=CC(=CC=C4)NC(=O)C5=CC=C(C=C5)C(F)(F)F,9.705534
C1=CC(=CC=C1C2=CC=C(O2)C=C3C(=O)N(C(=S)S3)CCCCCC(=O)O)Br,9.69897
